1356.6,1364.4,1347.4,0,1349.7,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41
1353,1359.8,1350.8,274930,1355.3,-0.2,0.00414907,-0.002653693,-0.003371445,0.002523378,0.00414907,-0.002653693,-0.003371445,0.002523378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2
1331.9,1358.6,1319.1,431720,1358,2.07,0.001992179,-0.015594974,-0.000882483,-0.023467575,0.001992179,-0.015594974,-0.000882483,-0.023467575,0.006149515,-0.018207283,-0.004250953,-0.021003414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07
1325,1333.5,1323.7,201430,1330.4,0.3,-0.020324006,-0.005180569,-0.018474901,0.003487226,-0.020324006,-0.005180569,-0.018474901,0.003487226,-0.018372316,-0.020694752,-0.01934108,-0.020062185,-0.006111401,-0.019451018,-0.011796016,-0.0205328,-0.014299474,-0.023293528,-0.022647318,-0.017589431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
1317.1,1330,1316.3,208070,1326.4,0.59,-0.003006615,-0.005962264,-0.002624672,-0.005590391,-0.003006615,-0.005962264,-0.002624672,-0.005590391,-0.023269514,-0.011111945,-0.021051082,-0.002122659,-0.020820915,-0.015903349,-0.020196081,-0.011092422,-0.021323692,-0.026533629,-0.021914987,-0.02554042,0,0,0,0,-0.017263096,-0.02911691,-0.025212548,-0.02308149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
1317.4,1319,1316.3,0,1318.6,0.22,-0.005880579,0.000227773,-0.008270677,0,-0.005880579,0.000227773,-0.008270677,0,-0.008869513,-0.005735849,-0.010873641,-0.005590391,-0.016069513,-0.008423897,-0.015962361,-0.003856525,-0.029013255,-0.010886703,-0.029147652,-0.002122659,-0.021545474,-0.020237953,-0.024569986,-0.01508417,-0.027078876,-0.026311899,-0.030004412,-0.02554042,0,0,0,0,-0.023042158,-0.028895769,-0.0332747,-0.02308149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
1321,1325,1313.2,317670,1315.7,-0.25,-0.002199302,0.002732655,0.004548901,-0.002355086,-0.002199302,0.002732655,0.004548901,-0.002355086,-0.008066948,0.002961051,-0.003759398,-0.002355086,-0.008468231,-0.001387399,-0.00731652,-0.003972738,-0.011049308,-0.003018868,-0.006374203,-0.007932311,-0.020462085,-0.013479733,-0.019145614,-0.01186513,-0.031148748,-0.008183798,-0.024731341,-0.004472747,0,0,0,0,-0.029218623,-0.023651146,-0.025591999,-0.027835357,0,0,0,0,-0.025190783,-0.026242076,-0.028877162,-0.025382218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25
1320.7,1324.5,1309,365930,1319,0.33,0.002508171,-0.000227101,-0.000377358,-0.003198294,0.002508171,-0.000227101,-0.000377358,-0.003198294,0.000303352,0.002504934,0.004169826,-0.005545848,-0.003881798,0.002732992,0.000205214,-0.003950467,-0.005579011,0.002733278,-0.004135338,-0.005545848,-0.015213858,-0.003724098,-0.013219065,-0.005200273,-0.008568851,-0.003245283,-0.006749156,-0.011105235,-0.021014893,-0.016714473,-0.021674364,-0.016049973,-0.028718704,-0.00840904,-0.025099367,-0.007656736,0,0,0,0,-0.026783738,-0.023872875,-0.0259597,-0.030944625,0,0,0,0,-0.022745795,-0.026463217,-0.029243624,-0.028499332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
1326.6,1334.8,1313.5,351230,1314.6,-1.12,-0.003335861,0.004467328,0.007776519,0.003437739,-0.003335861,0.004467328,0.007776519,0.003437739,-0.000836057,0.004239213,0.007396226,0.00022845,-0.000266352,0.003372073,0.005783026,-0.002658699,-0.00303352,0.006983452,0.011978772,-0.002127175,-0.006553947,0.002232621,0.000489743,-0.005201778,-0.008896261,0.007212816,0.003609023,-0.002127175,-0.018923184,-0.007632041,-0.014468972,-0.010811394,-0.011876127,0.001207547,0.000974878,-0.007705673,0,0,0,0,-0.031958763,-0.003979278,-0.017518033,-0.004245319,0,0,0,0,-0.030030252,-0.019512195,-0.018385057,-0.027613266,0,0,0,0,-0.026005779,-0.022114109,-0.021694518,-0.025159567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12
1343.1,1349.3,1322.8,473350,1329.5,-0.52,0.011334246,0.012437811,0.010863051,0.00708032,0.011334246,0.012437811,0.010863051,0.00708032,0.007960576,0.016960703,0.018724047,0.010542399,0.00356226,0.010599958,0.013060137,0.005385424,0.010488713,0.01672975,0.018339623,0.007310387,0.000625394,0.008815493,0.008727685,-0.000120879,0.008266343,0.019508122,0.022971948,0.004938084,-0.010086879,0.003822964,-0.001224882,-0.003191768,0.002337153,0.019740339,0.014511278,0.004938084,-0.018103692,-0.008001614,-0.013695982,-0.012268234,-0.000676488,0.013660377,0.011848519,-0.000679912,0,0,0,0,-0.020986745,0.00840904,-0.006845282,0.002804943,0,0,0,0,-0.019036376,-0.007317073,-0.007721724,-0.020728457,0,0,0,0,-0.014966289,-0.009951349,-0.011067136,-0.018257385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52
1334.6,1344.8,1331.6,305680,1336.5,-0.06,0.005265137,-0.006328643,-0.003335063,0.006652555,0.005265137,-0.006328643,-0.003335063,0.006652555,0.01665906,0.006030454,0.007491759,0.013779977,0.012309818,0.011495578,0.013107903,0.012161188,0.013267627,0.010524722,0.015326538,0.017265088,0.006907607,0.011412641,0.015214978,0.007482767,0.015809075,0.010295231,0.014943396,0.014011575,0.001652577,0.008442721,0.008693803,0.001429312,0.013575004,0.013056019,0.019560273,0.01162349,-0.01078026,0.000388744,-0.003128987,-0.005327238,0.007614596,0.013286766,0.01112782,0.01162349,0,0,0,0,0.004585087,0.007245283,0.008473941,0.00596812,0,0,0,0,-0.015832106,0.002027179,-0.010157515,0.009476158,0,0,0,0,-0.013871468,-0.013599409,-0.011031034,-0.014213799,0,0,0,0,-0.009779951,-0.016217013,-0.014365289,-0.011726288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
